trade_date,close,rsi,ema12,ema26,dif,dea,macd_hist,bb_upper,bb_middle,bb_lower
2025-06-30,601.5,,,,,,,,,
2025-07-01,563.0,,,,,,,,,
2025-07-02,545.1,,,,,,,,,
2025-07-03,547.3,,,,,,,,,
2025-07-04,547.47,,,,,,,,,
2025-07-07,541.38,,,,,,,,,
2025-07-08,542.77,,,,,,,,,
2025-07-09,535.0,,,,,,,,,
2025-07-10,523.5,,,,,,,,,
2025-07-11,553.98,,,,,,,,,
2025-07-14,565.06,,,,,,,,,
2025-07-15,553.1,,551.5966666666667,,,,,,,
2025-07-16,580.19,,555.995641025641,,,,,,,
2025-07-17,582.4,,560.0578500986193,,,,,,,
2025-07-18,582.62,44.39962031324157,563.5289500834471,,,,,,,
2025-07-21,582.0,44.22444044437171,566.370650070609,,,,,,,
2025-07-22,593.93,48.43996462575181,570.6105500597461,,,,,,,
2025-07-23,595.56,49.00705152858528,574.4489269736313,,,,,,,
2025-07-24,600.23,50.68071128895038,578.415245900765,,,,,,,
2025-07-25,673.3,68.24358111762263,593.0129003775703,,,,,636.1441305585345,570.4694999999999,504.7948694414654
2025-07-28,679.0,69.16600163559548,606.2416849348672,,,,,654.4462484141263,574.3444999999999,494.2427515858735
2025-07-29,710.78,73.74502412876521,622.3245026371953,,,,,681.2075690381167,581.7335,482.25943096188337
2025-07-30,684.7,65.1892851220782,631.9207330007036,,,,,696.1947828868358,588.7135000000001,481.2322171131643
2025-07-31,709.5,68.88595035761722,643.8560048467492,,,,,714.5689792805229,596.8235000000001,479.0780207194773
2025-08-01,689.1,62.962904374636466,650.8166194857108,,,,,725.8855075411642,603.905,481.92449245883574
2025-08-04,689.06,62.951474673744535,656.7002164879091,598.905,57.7952164879091,,,735.1015602513737,611.289,487.4764397486263
2025-08-05,695.0,63.996685111641895,662.5924908743846,606.0231481481482,56.569342726236414,,,743.6416158319503,618.9005,494.15938416804966
2025-08-06,694.34,63.781372807472884,667.4767230475562,612.5651371742113,54.91158587334496,,,749.4922058100448,626.8675,504.24279418995513
2025-08-07,703.0,65.42510434368788,672.9418425787014,619.2640159020474,53.677826676654036,,,753.0469345364118,635.8425,518.6380654635882
2025-08-08,692.8,61.86385141329018,675.9969437204397,624.711125835229,51.28581788521069,,,756.1532805016842,642.7835,529.4137194983158
2025-08-11,707.4,64.81601732521173,680.8281831480643,630.836227625212,49.99195552285232,,,760.7019905089279,649.9005,539.099009491072
2025-08-12,848.88,80.53821954641431,706.6823088175929,646.9876181714926,59.6946906461003,,,796.7751280561972,664.6895000000001,532.6038719438029
2025-08-13,860.0,81.24750626584817,730.2696459225785,662.7663131217524,67.50333280082612,,,829.891381714473,678.68,527.4686182855269
2025-08-14,949.0,85.73010559216497,763.9204696267972,683.9688084460671,79.95166118073007,59.04238108887378,41.81856018371258,882.1627454832903,697.01,511.8572545167096
2025-08-15,923.7,79.88426041557626,788.5019358380591,701.7266744870992,86.77526135095991,64.58895714129102,44.37260841933778,916.0017139020845,714.064,512.1262860979155
2025-08-18,950.0,81.3109243519036,813.3477918629732,720.1172911917585,93.23050067121471,70.31726584727576,45.8264696478779,949.4192476802536,732.4639999999999,515.5087523197462
2025-08-19,933.98,77.69618632947777,831.9065931148234,735.9589733257022,95.94761978912118,75.44333663564484,41.00856630695267,973.5125784994914,749.4665,525.4204215005086
2025-08-20,1013.0,81.95702645084623,859.7671172510045,756.4805308571317,103.28658639387277,81.01198658729044,44.54919961316466,1010.3522969596753,770.3385,530.3247030403246
2025-08-21,1036.0,82.97642137157183,886.8798684431576,777.1856767195665,109.69419172359119,86.7484276145506,45.89152821808119,1045.1793541957281,792.127,539.0746458042718
2025-08-22,1243.2,89.00375614171864,941.6983502211334,811.7052562218207,129.9930939993127,95.39736089150301,69.19146621561936,1134.7191711811497,820.6220000000001,506.52482881885055
2025-08-25,1384.93,91.27845785996823,1009.8878348024975,854.1663483535377,155.7214864489598,107.46218600299437,96.51860089193087,1247.5190705958566,855.9185,464.31792940414346
2025-08-26,1329.0,83.90243312930869,1058.9820140636518,889.3392114384609,169.64280262519094,119.89830932743368,99.48898659551452,1322.80797595839,886.8295,450.85102404161006
2025-08-27,1372.1,84.91411069824123,1107.154011900013,925.0992698504267,182.05474204958637,132.32959587186423,99.45029235544428,1394.7797662474447,921.1995000000001,447.61923375255543
2025-08-28,1587.91,88.73255399968274,1181.1164716077033,974.1963609726174,206.92011063508585,147.24769882450857,119.34482362115455,1509.637648749791,965.1200000000001,420.60235125020927
2025-08-29,1492.49,79.18855512465053,1229.0200913603644,1012.5884823820531,216.43160897831126,161.0844808552691,110.69425624608431,1580.121240754632,1005.2894999999999,430.4577592453677
2025-09-01,1448.39,75.16467493104318,1262.7693080741547,1044.8700762796789,217.89923179447578,172.44743104311047,90.90360150273062,1629.7140982269755,1043.256,456.7979017730247
2025-09-02,1480.0,76.10205095967162,1296.1894145242845,1077.1019224811841,219.08749204310038,181.77544324310847,74.62409759998383,1675.5181979993336,1082.506,489.4938020006666
2025-09-03,1405.0,69.40819734914275,1312.9295045974716,1101.3906689640594,211.5388356334122,187.72812172116923,47.62142782448592,1698.7962624737474,1118.0390000000002,537.2817375262531
2025-09-04,1202.0,55.24419586808834,1295.8634269670913,1108.8432120037587,187.0202149633326,187.58654036960192,-1.1326508125386567,1692.3043953021897,1142.989,593.6736046978104
2025-09-05,1281.46,58.789250389110535,1293.6475151260004,1121.629640744221,172.0178743817794,184.47280717203742,-24.909865580516055,1683.8738686875636,1172.422,660.9701313124365
2025-09-08,1212.78,54.75239593256917,1281.2063589527695,1128.3815192076122,152.8248397451573,178.1432136866614,-50.636747883008184,1662.5625801982314,1197.691,732.8194198017685
2025-09-09,1228.07,55.48523918857257,1273.0315344984972,1135.7658511181596,137.26568338033758,169.96770762539663,-65.4040484901181,1653.1347374003908,1216.6505,780.1662625996091
2025-09-10,1273.0,57.65556752710644,1273.02668303719,1145.9313436279256,127.0953394092644,161.39323398217022,-68.59578914581164,1642.279433895333,1237.3004999999998,832.3215661046664
2025-09-11,1387.0,62.633580239179665,1290.561039493007,1163.788281136968,126.77275835603905,154.469138856944,-55.3927610018099,1646.4317607460828,1259.2005,871.9692392539171
2025-09-12,1488.0,66.40211737403314,1320.9362641863904,1187.803964015711,133.1323001706794,150.20177111969107,-34.13894189802335,1654.4596792741042,1287.4154999999998,920.3713207258954
2025-09-15,1440.0,63.142849651582424,1339.2537620038688,1206.485151866399,132.76861013746975,146.71513892324683,-27.893057571554152,1649.8607493215445,1311.9154999999998,973.9702506784552
2025-09-16,1440.1,63.14690805751681,1354.7685678494277,1223.789955431851,130.97861241757664,143.5678336221128,-25.178442409072318,1631.1000833826636,1337.2215,1043.3429166173366
2025-09-17,1442.0,63.22975348741435,1368.188788180285,1239.953662436899,128.23512574338588,140.50129204636744,-24.53233260596312,1614.9838141228315,1358.6715,1102.3591858771683
2025-09-18,1420.99,61.5812115893097,1376.3120515371643,1253.3637615156472,122.9482900215171,136.99069164139738,-28.08480323976056,1588.080865521467,1377.9209999999998,1167.7611344785325
2025-09-19,1349.24,56.19303833398751,1372.1471205314467,1260.4657051070808,111.68141542436592,131.9288363979911,-40.494841947250336,1584.6908501498474,1383.2230000000002,1181.755149850153
2025-09-22,1398.0,58.8294114424645,1376.1244866035318,1270.6534306547046,105.47105594882714,126.63728030815831,-42.332448718662334,1585.4470225746097,1383.8765,1182.3059774253904
2025-09-23,1350.38,55.327424123446235,1372.1637963568346,1276.55910245806,95.60469389877471,120.4307630262816,-49.65213825501377,1585.565094205056,1384.9455000000003,1184.3259057949444
2025-09-24,1374.0,56.70413170780309,1372.446289225014,1283.776946720426,88.66934250458803,114.07847892194289,-50.81827283470972,1585.6374713106386,1385.0404999999998,1184.443528689361
2025-09-25,1386.69,57.46260108671021,1374.6376293442427,1291.4001358522464,83.23749349199625,107.91028183595357,-49.345576687914644,1552.7534783517294,1374.9795,1197.2055216482704
2025-09-26,1339.0,53.65826719968237,1369.154917137436,1294.926051715043,74.22886542239303,101.17399855324147,-53.890266261696894,1537.2024895047043,1367.305,1197.4075104952958
2025-09-29,1323.5,52.443005045100946,1362.1310837316767,1297.0426404768916,65.08844325478503,93.9568874935502,-57.73688847753033,1527.7278392689793,1361.0605,1194.3931607310208
2025-09-30,1325.0,52.55499217041285,1356.4186093114185,1299.1135559971217,57.305053314296856,86.62652065769953,-58.64293468680535,1511.3247492910086,1353.3105,1195.2962507089915
2025-10-09,1332.79,53.17171892674624,1352.7834386481234,1301.6081074047422,51.17533124338115,79.53628277483585,-56.721903062909405,1506.1168067696083,1349.7,1193.2831932303918
2025-10-10,1247.08,46.07515961319884,1336.5213711637966,1297.5689883377242,38.95238282607238,71.41950278508315,-64.93423991802155,1500.9137605261267,1351.954,1202.9942394738732
2025-10-13,1262.11,47.40089741559101,1325.0734679078278,1294.942396609004,30.131071298823827,63.16181648783129,-66.06149037801492,1502.0023074209485,1350.9865,1199.9706925790515
2025-10-14,1196.0,42.4565769877186,1305.2160113066234,1287.6133301935222,17.602681113101198,54.04998941288527,-72.89461659956814,1504.3775687771388,1350.1475,1195.9174312228613
2025-10-15,1242.0,46.628219579741035,1295.4904711056045,1284.234564994002,11.255906111602371,45.49117275262869,-68.47053328205264,1502.9740983237734,1350.844,1198.7139016762267
2025-10-16,1274.0,49.37757673784149,1292.1842447816653,1283.4764490685204,8.707795713144833,38.13449734473192,-58.85340326317417,1502.9223500403823,1350.894,1198.8656499596177
2025-10-17,1247.68,47.222849745243686,1285.3374378921783,1280.82486024863,4.512577643548184,31.41011340449517,-53.79507152189397,1501.3713736427194,1343.928,1186.4846263572808
2025-10-20,1281.12,50.19648399805706,1284.6886012933815,1280.8467224524352,3.841878840946265,25.89646649178539,-44.10917530167825,1478.4910160344239,1333.584,1188.6769839655763
2025-10-21,1368.96,57.043226703821674,1297.6534318636304,1287.3736319004029,10.27979996322756,22.773133186073824,-24.986666445692528,1467.6292228789546,1330.032,1192.4347771210453
2025-10-22,1429.5,61.02057983106116,1317.9375192692257,1297.9015110188916,20.036008250334135,22.225708198925886,-4.379399897183504,1465.4713194217015,1329.502,1193.5326805782984
2025-10-23,1398.9,58.09273525796221,1330.3932855354988,1305.3828805730477,25.010404962451048,22.78264755163092,4.455514821640257,1457.3513699419395,1327.347,1197.3426300580604
2025-10-24,1525.0,65.44974440559827,1360.3327800684988,1321.6508153454147,38.68196472308409,25.962510985921554,25.438907474325077,1483.717916401493,1332.5475000000001,1181.3770835985072
2025-10-27,1530.68,65.74148605451285,1386.5400446733452,1337.1344586531618,49.405586020183364,30.651125992773917,37.508920054818894,1515.74261638321,1341.6195,1167.4963836167901
2025-10-28,1478.58,60.68012083251286,1400.7000378005228,1347.6119061603351,53.08813164018761,35.13852712225666,35.8992090358619,1528.3225590532788,1345.6484999999998,1162.9744409467207
2025-10-29,1461.0,59.02870203283944,1409.9769550619808,1356.0110242225326,53.96593083944822,38.90400786569498,30.12384594750648,1540.66343150608,1351.1794999999997,1161.6955684939194
2025-10-30,1422.0,55.42501531719554,1411.8266542832143,1360.899096502345,50.92755778086939,41.30871784872986,19.23767986427906,1545.3608179092294,1353.5794999999998,1161.7981820907703
2025-10-31,1375.0,51.35596879147032,1406.1610151627197,1361.9436078725416,44.217407290178016,41.890455737019494,4.6539031063170455,1544.4400674736776,1352.995,1161.5499325263222
2025-11-03,1346.6,49.0143548767625,1396.9977820607628,1360.8070443264276,36.190737734335244,40.75051213648264,-9.119548804294794,1544.7375968155768,1353.375,1162.0124031844232
2025-11-04,1339.6,48.42823374816643,1388.1673540514146,1359.2361521540997,28.93120189731485,38.38665008864909,-18.910896382668483,1545.168215238535,1354.1799999999998,1163.1917847614648
2025-11-05,1348.0,49.2130751998523,1381.9877611204279,1358.4038445871292,23.583916533298634,35.426103377579004,-23.68437368856074,1545.8780316350735,1355.33,1164.7819683649263
2025-11-06,1480.0,59.61415502011717,1397.0665671019003,1367.4109672103048,29.655599891595557,34.272002680382315,-9.232805577573515,1560.4245536655258,1362.6905,1164.956446334474
2025-11-07,1432.5,55.230747994704686,1402.5178644708387,1372.2323770465784,30.285487424260282,33.47469962915791,-6.378424409795258,1564.4620608589262,1371.9615,1179.4609391410736
2025-11-10,1391.5,51.69725053489764,1400.822808398402,1373.6596083764616,27.163200021940384,32.21239970771441,-10.098399371548055,1564.312490192007,1378.431,1192.549509807993
2025-11-11,1330.0,46.854914231847395,1389.9269917217246,1370.4255633115386,19.50142841018601,29.670205448208733,-20.33755407604545,1553.0156830297549,1385.1309999999999,1217.2463169702448
2025-11-12,1365.78,49.80091725015643,1386.2120699183824,1370.0814475106838,16.130622407698638,26.962288840106716,-21.663332864816155,1546.2704679567034,1391.3200000000002,1236.3695320432969
2025-11-13,1384.9,51.35280433928591,1386.0102130078621,1371.179118065448,14.831094942414211,24.53605006056822,-19.409910236308015,1542.2682538150416,1396.865,1251.4617461849584
2025-11-14,1325.01,46.503281117955225,1376.6255648528065,1367.7591833939332,8.86638145887332,21.40211634022924,-25.071469762711843,1533.6363618034775,1400.7315,1267.8266381965227
2025-11-17,1303.1,44.83516455684404,1365.3139394908362,1362.969614253642,2.344325237194198,17.590558119622234,-30.49246576485607,1531.0739557685667,1401.8305,1272.5870442314333
2025-11-18,1326.7,47.03887392126608,1359.373333415323,1360.2829761607798,-0.909642745456722,13.890517946606444,-29.60032138412633,1532.3781054373396,1399.7175000000002,1267.0568945626608
2025-11-19,1332.0,47.545656868676446,1355.1620513514272,1358.187940889611,-3.025889538183719,10.507236449648412,-27.06625197566426,1529.9110242201211,1394.8425000000002,1259.7739757798793
2025-11-20,1322.3,46.66553745169611,1350.1063511435154,1355.529574897788,-5.4232237542726125,7.321144408864207,-25.48873632627364,1529.6992723865596,1391.0125,1252.3257276134404
2025-11-21,1249.0,40.5560677639056,1334.5515278906669,1347.6384952757296,-13.086967385062735,3.239522050078819,-32.65297887028311,1514.7451900594956,1377.2125,1239.6798099405046
2025-11-24,1261.98,42.00404048987257,1323.3866774459489,1341.2934215516016,-17.906744105652706,-0.9897311810674863,-33.83402584917044,1490.8148765275446,1363.7775,1236.7401234724553
2025-11-25,1260.0,41.83662920934622,1313.6348809158028,1335.2716866218532,-21.63680570605038,-5.119146086064065,-33.03531923997264,1476.0505859036125,1352.8485,1229.6464140963876
2025-11-26,1314.66,47.99832309865281,1313.7925915441408,1333.7448950202345,-19.952303476093675,-8.085777564069987,-23.733051824047376,1459.1841415487165,1345.5315,1231.8788584512836
2025-11-27,1317.36,48.28973423293288,1314.341423614273,1332.5311990928099,-18.18977547853683,-10.106577146963357,-16.166396663146948,1448.9119671435144,1340.2995,1231.6870328564858
2025-11-28,1331.0,49.81961666276545,1316.9042815197695,1332.417776937787,-15.513495418017555,-11.187960801174198,-8.651069233686716,1445.5880073810265,1338.0995,1230.6109926189736
2025-12-01,1362.44,53.25274656967302,1323.909776670574,1334.6416453127658,-10.731868642191785,-11.096742369377715,0.7297474543718607,1446.851263111082,1338.8915,1230.9317368889178
2025-12-02,1328.73,49.353879258443165,1324.6513494904857,1334.2037456599683,-9.552396169482563,-10.787873129398685,2.470953919832244,1446.397431761583,1338.348,1230.298568238417
2025-12-03,1332.3,49.77327637436854,1325.828064953488,1334.0627274629335,-8.23466250944557,-10.277231005408064,4.085136991924987,1445.5486390637245,1337.563,1229.5773609362757
2025-12-04,1369.0,53.99123540480283,1332.4699011144896,1336.6506735767903,-4.180772462300638,-9.05793929678658,9.754333668971885,1419.635402637687,1332.0130000000001,1244.3905973623132
2025-12-05,1355.0,52.19067748174684,1335.936070173799,1338.0098829414726,-2.073812767673644,-7.661113990963994,11.1746024465807,1403.6613470127013,1328.1380000000001,1252.614652987299
2025-12-08,1417.8,58.824173183861234,1348.5305209162914,1343.920261982845,4.610258933446403,-5.206839406081915,19.634196679056636,1410.0865245664043,1329.453,1248.8194754335957
2025-12-09,1436.0,60.53323518330463,1361.9873638522465,1350.740983317449,11.246380534797481,-1.916195417906036,26.325151905407033,1427.8110361065126,1334.7530000000002,1241.6949638934877
2025-12-10,1420.88,58.36583416713438,1371.0477694134393,1355.936466034675,15.111303378764205,1.4893043414280125,27.243998074672387,1437.1095816340332,1337.508,1237.9064183659668
2025-12-11,1382.02,53.103215575335064,1372.7358048882948,1357.8685796617362,14.867225226558503,4.164888518454111,21.404673416208784,1436.6990663965198,1337.364,1238.0289336034803
2025-12-12,1344.0,48.49595559185637,1368.3149118285571,1356.8412774645708,11.47363436398632,5.626637687560553,11.693993352851535,1437.5210211412973,1338.3134999999997,1239.1059788587022
2025-12-15,1331.9,47.09553159336614,1362.7126177010869,1354.9937754301582,7.71884227092869,6.04507860423418,3.347527333389019,1437.7028049031028,1339.7535,1241.8041950968973
2025-12-16,1273.92,40.98772396594788,1349.0522149778426,1348.9883105834797,0.06390439436290762,4.848843762259926,-9.569878735794036,1439.0896941356377,1337.1145000000001,1235.1393058643625
2025-12-17,1315.6,46.37204634326723,1343.905720365867,1346.5151023921107,-2.609382026243793,3.357198604559182,-11.93316126160595,1438.6839220073587,1336.2945,1233.9050779926413
2025-12-18,1287.0,43.44296676009874,1335.1509941557335,1342.1065762889914,-6.955582133257849,1.294642456995776,-16.50044918050725,1439.0185098479308,1334.5295,1230.0404901520694
2025-12-19,1268.0,41.5646398381776,1324.8200719779284,1336.6172002675846,-11.797128289656257,-1.3237116923346308,-20.946833194643254,1437.1481725545334,1335.4795,1233.8108274454664
2025-12-22,1284.77,43.87138785630018,1318.6585224428625,1332.7766669144303,-14.118144471567803,-3.8825982481812655,-20.471092446773074,1435.4379279237587,1336.6190000000001,1237.8000720762416
2025-12-23,1336.02,50.32506491771217,1321.3295189901144,1333.0169138096576,-11.687394819543215,-5.443557562453655,-12.487674514179119,1432.7962287604394,1340.42,1248.0437712395608
2025-12-24,1326.2,49.15872316846149,1322.078823760866,1332.5119572311644,-10.433133470298344,-6.441472744022594,-7.9833214525515,1432.8651777548735,1340.997,1249.1288222451267
2025-12-25,1319.41,48.32474625233876,1321.6682354899635,1331.5414418807077,-9.873206390744144,-7.127819473366904,-5.490773834754481,1432.8664778242753,1341.0995,1249.3325221757248
2025-12-26,1303.89,46.38760190702529,1318.9331223376614,1329.4931869265813,-10.560064588919886,-7.814268496477501,-5.4915921848847695,1432.8586502758885,1339.7440000000001,1246.6293497241118
2025-12-29,1358.5,53.45741658381033,1325.0203342857135,1331.6418397468344,-6.6215054611209325,-7.575715889406188,1.90842085657051,1432.485251995618,1339.547,1246.608748004382
2025-12-30,1415.8,59.49325095799218,1338.986436703296,1337.8757775433653,1.1106591599307194,-5.8384408795388065,13.898200078939052,1442.3952173151995,1343.9005000000002,1245.405782684801
2025-12-31,1355.55,51.87535521869395,1341.5346772104813,1339.1849792068197,2.349698003661615,-4.200813102898723,13.101022213120675,1443.5314292755857,1345.0629999999999,1246.594570724414
2026-01-05,1390.0,55.392513659204404,1348.990880716561,1342.9490548211295,6.04182589543143,-2.1522853032326923,16.388222397328242,1446.0174161386324,1346.1129999999998,1246.2085838613673
2026-01-06,1383.1,54.53285278454298,1354.2384375293977,1345.9231989084533,8.315238620944456,-0.05878051839726273,16.74803827868344,1448.6654574272684,1347.518,1246.3705425727317
2026-01-07,1394.88,55.79420444086679,1360.490985601798,1349.5496286189382,10.941356982859816,2.141246981854153,17.600220002011326,1444.7908741248395,1346.3719999999998,1247.9531258751601
